Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence
Participant9,Corpus6,D2,13,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant9,Corpus6,D2,14,"""Hey Google, snooze the alarm.""",hey Google close the alarm
Participant9,Corpus6,D2,15,"""Hey Google, what is the time?""",go Google what is the time
Participant9,Corpus6,D2,16,"""Hey Google, pause the music.""",hello Google Frozen music
Participant9,Corpus6,D2,17,"""Hey Google, call My mom.""",hello Google call my mom
Participant9,Corpus6,D2,18,"""Hey Google, what is the traffic like on the way to work?""",hello Google what is the traffic like on the way to work
Participant9,Corpus6,D2,19,"""Hey Google, play my Evening Jazz playlist.""",Google Images
Participant9,Corpus6,D2,20,"""Hey Google, is my phone connected over Bluetooth?""",hello Google is my phone connected over Bluetooth
Participant9,Corpus7,B2,1,"""Hey Google, play some hip hop.""",Hello Google
Participant9,Corpus7,B2,2,"""Hey Google, skip this track.""",go Google.
Participant9,Corpus7,B2,3,"""Hey Google, turn on the Bedroom Light.""",Hey Google turn on the bedroom light
Participant9,Corpus7,B2,4,"""Hey Google, read Women and Power.""",hey Google read blue Alpha
Participant9,Corpus7,B2,5,"""Hey Google, call the nearest coffee shop.""",Google call the nearest coffee shop
Participant9,Corpus7,B2,6,"""Hey Google, How do you solve this problem?""",hello Google how do you solve this problem
Participant9,Corpus7,B2,7,"""Hey Google, how much time is left on this chapter?""",OK Google how much time is left on this chapter
Participant9,Corpus7,B2,8,"""Hey Google, Bluetooth pairing.""",OK Google
Participant9,Corpus7,B2,9,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant9,Corpus7,B2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set a second timer for 30 minutes
Participant9,Corpus7,B2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",go to Google settings.
Participant9,Corpus7,B2,12,"""Hey Google, what is the time?""",Hey Google what is the time
Participant9,Corpus7,B2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember that I left the spare key in the kitchen cupboard
Participant9,Corpus7,B2,14,"""Hey Google, when is Walmart open until?""",hey Google when is the Walmart open
Participant9,Corpus7,B2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant9,Corpus7,B2,16,"""Hey Google, hang up.""",hello Google
Participant9,Corpus7,B2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning
Participant9,Corpus7,B2,18,"""Hey Google, call my phone.""",Google call my phone
Participant9,Corpus7,B2,19,"""Hey Google, broadcast 'dinner is ready'.""",who Google dinner is ready
Participant9,Corpus7,B2,20,"""Hey Google, add apples to my shopping list.""",hello Google add apples to my shopping list
Participant9,Corpus8,A2,1,"""Hey Google, help me relax.""",Hey Google help me light
Participant9,Corpus8,A2,2,"""Hey Google, sing a song.""",hey Google sing the song
Participant9,Corpus8,A2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story
Participant9,Corpus8,A2,4,"""Hey Google, raise the temperature three degrees.""",hey Google temperature
Participant9,Corpus8,A2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7.00 a.m. tomorrow morning
Participant9,Corpus8,A2,6,"""Hey Google, do I have any alarms set?""",Google do I have any alarm set
Participant9,Corpus8,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google the money by Lisa song Spotify
Participant9,Corpus8,A2,8,"""Hey Google, skip to the next chapter.""",hey Google skip the next step
Participant9,Corpus8,A2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around you
Participant9,Corpus8,A2,10,"""Hey Google, play some hip hop.""",hey Google play some K-pop
Participant9,Corpus8,A2,11,"""Hey Google, play some music.""",hey Google play some music
Participant9,Corpus8,A2,12,"""Hey Google, turn on all the switches.""",hey Google turn on all the switches
Participant9,Corpus8,A2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today
Participant9,Corpus8,A2,14,"""Hey Google, Bluetooth pairing.""",play Google music Berry
Participant9,Corpus8,A2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",Google set the kitchen lights to 50%
Participant9,Corpus8,A2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter
Participant9,Corpus8,A2,17,"""Hey Google, help.""",OK Google
Participant9,Corpus8,A2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant9,Corpus8,A2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Google cancel the alarm for seven points 15
Participant9,Corpus8,A2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant10,Corpus1,B1,1,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story
Participant10,Corpus1,B1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
Participant10,Corpus1,B1,3,"""Hey Google, redi-al.""",hey Google
Participant10,Corpus1,B1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant10,Corpus1,B1,5,"""Hey Google, stop the music.""",hey Google stop the music
Participant10,Corpus1,B1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google wake everybody up
Participant10,Corpus1,B1,7,"""Hey Google, dim the living room lights.""",Hey Google dim the living room lights
Participant10,Corpus1,B1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google
Participant10,Corpus1,B1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant10,Corpus1,B1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google time to leave for school
Participant10,Corpus1,B1,11,"""Hey Google, stop.""",hey Google stop
Participant10,Corpus1,B1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all the downstairs speaker
Participant10,Corpus1,B1,13,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant10,Corpus1,B1,14,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant10,Corpus1,B1,15,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant10,Corpus1,B1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember that I left the keys in the kitchen cupboard
Participant10,Corpus1,B1,17,"""Hey Google, play Batman on TV.""",hey Google play Batman on TV
Participant10,Corpus1,B1,18,"""Hey Google, what is the French word for grapefruit?""",OK Google what is the French word for grapefruit
Participant10,Corpus1,B1,19,"""Hey Google, help.""",hey Google help
Participant10,Corpus1,B1,20,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant10,Corpus2,A1,1,"""Hey Google, what does an elephant sound like?""",Hey Google what does an elephant sound like
Participant10,Corpus2,A1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Hey Google remind me at 8 a.m. tomorrow to take my lunch into work
Participant10,Corpus2,A1,3,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant10,Corpus2,A1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify
Participant10,Corpus2,A1,5,"""Hey Google, flip a coin.""",flip a coin
Participant10,Corpus2,A1,6,"""Hey Google, read Women and Power.""",hey Google read woman and Power
Participant10,Corpus2,A1,7,"""Hey Google, move my music to the bedroom""",hey Google move my music to the bedroom
Participant10,Corpus2,A1,8,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant10,Corpus2,A1,9,"""Hey Google, Open Spotify.""",hey Google open Spotify
Participant10,Corpus2,A1,10,"""Hey Google, raise the temperature three degrees.""",hey Google raise the temperature 3 degrees
Participant10,Corpus2,A1,11,"""Hey Google, hang up.""",hey Google hang up
Participant10,Corpus2,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",Hey Google broadcast it's time to leave for school
Participant10,Corpus2,A1,13,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant10,Corpus2,A1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's headlines
Participant10,Corpus2,A1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant10,Corpus2,A1,16,"""Hey Google, where did I put the spare keys?""",hey Google where did I put the spare keys
Participant10,Corpus2,A1,17,"""Hey Google, redial.""",hey Google redial
Participant10,Corpus2,A1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant10,Corpus2,A1,19,"""Hey Google, call my phone.""",hey Google call my phone
Participant10,Corpus2,A1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have anything scheduled for Friday
Participant10,Corpus3,C1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Hey Google set the thermostat to 20 degrees
Participant10,Corpus3,C1,2,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant10,Corpus3,C1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning
Participant10,Corpus3,C1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning
Participant10,Corpus3,C1,5,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter
Participant10,Corpus3,C1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
Participant10,Corpus3,C1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain
Participant10,Corpus3,C1,8,"""Hey Google, sing a song.""",hey Google sing a song
Participant10,Corpus3,C1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurants around here
Participant10,Corpus3,C1,10,"""Hey Google, start the school day""",hey Google start the school day
Participant10,Corpus3,C1,11,"""Hey Google, hang up.""",hey Google hang up
Participant10,Corpus3,C1,12,"""Hey Google, help.""",hey Google
Participant10,Corpus3,C1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast with everyday of
Participant10,Corpus3,C1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant10,Corpus3,C1,15,"""Hey Google, raise the temperature three degrees.""",hey Google raise the temperature 3 degrees
Participant10,Corpus3,C1,16,"""Hey Google, stop the music.""",hey Google stop the music
Participant10,Corpus3,C1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant10,Corpus3,C1,18,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant10,Corpus3,C1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant10,Corpus3,C1,20,"""Hey Google, broadcast 'the football is about to start.""",Hey Google broadcast the football is about to start
Participant10,Corpus4,D1,1,"""Hey Google, stop the music.""",Hey Google stop the music
Participant10,Corpus4,D1,2,"""Hey Google, how many calories are in a Banana?""",how many calories are in a banana
Participant10,Corpus4,D1,3,"""Hey Google, play some music.""",hey Google play some music
Participant10,Corpus4,D1,4,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant10,Corpus4,D1,5,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week
Participant10,Corpus4,D1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now
Participant10,Corpus4,D1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door camera
Participant10,Corpus4,D1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow
Participant10,Corpus4,D1,9,"""Hey Google, when is it going to rain?""",when is it going to rain
Participant10,Corpus4,D1,10,"""Hey Google, turn the living room lights to blue""",turn on the living room lights
Participant10,Corpus4,D1,11,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant10,Corpus4,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",Herndon Middle School
Participant10,Corpus4,D1,13,"""Hey Google, stop.""",hey Google stop
Participant10,Corpus4,D1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch
Participant10,Corpus4,D1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify
Participant10,Corpus4,D1,16,"""Hey Google, add apples to my shopping list.""",hey Google Apple to my shopping list
Participant10,Corpus4,D1,17,"""Hey Google, read Women and Power.""",hello Google
Participant10,Corpus4,D1,18,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
Participant10,Corpus4,D1,19,"""Hey Google, turn up the sound.""",hello Google
Participant10,Corpus4,D1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7:15
Participant10,Corpus5,C2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Hey Google set an alarm for 7:15 a.m. tomorrow morning
Participant10,Corpus5,C2,2,"""Hey Google, broadcast 'the football is about to start.""",hey Google broadcast the football is about to start
Participant10,Corpus5,C2,3,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant10,Corpus5,C2,4,"""Hey Google, spell artificial intelligence.""",hey Google spell artificial intelligence
Participant10,Corpus5,C2,5,"""Hey Google, how do you make ketchup?""",hey Google how do you make ketchup
Participant10,Corpus5,C2,6,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant10,Corpus5,C2,7,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant10,Corpus5,C2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",hey Google stop the music in 15 minutes
Participant10,Corpus5,C2,9,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant10,Corpus5,C2,10,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant10,Corpus5,C2,11,"""Hey Google, lock the front door.""",Hey Google lock the front door
Participant10,Corpus5,C2,12,"""Hey Google, read Women and Power.""",Hey Google read woman and Power
Participant10,Corpus5,C2,13,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue
Participant10,Corpus5,C2,14,"""Hey Google, call my phone.""",hey Google call my phone
Participant10,Corpus5,C2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the thermostat to 20 degrees
Participant10,Corpus5,C2,16,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist
Participant10,Corpus5,C2,17,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
Participant10,Corpus5,C2,18,"""Hey Google, sing a song.""",hey Google sing the song
Participant10,Corpus5,C2,19,"""Hey Google, call the nearest coffee shop.""",Hey Google call the nearest coffee shop
Participant10,Corpus5,C2,20,"""Hey Google, pause the music.""",hey Google pause the music
Participant10,Corpus6,D2,1,"""Hey Google, open the blinds.""",Kroger
Participant10,Corpus6,D2,2,"""Hey Google, play some music from Spotify.""",on Spotify
Participant10,Corpus6,D2,3,"""Hey Google, add apples to my shopping list.""",Previous
Participant10,Corpus6,D2,4,"""Hey Google, what does my day look like?""",-
Participant10,Corpus6,D2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",clear the alarm for 7:15
Participant10,Corpus6,D2,6,"""Hey Google, where is my first event tomorrow?""",end of the
Participant10,Corpus6,D2,7,"""Hey Google, play Money by LISA from Spotify.""",-
Participant10,Corpus6,D2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",set a timer for 10 minutes
Participant10,Corpus6,D2,9,"""Hey Google, call the nearest coffee shop.""",find the nearest coffee shop
Participant10,Corpus6,D2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Coronavirus
Participant10,Corpus6,D2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",create an alarm for 8 a.m. tomorrow
Participant10,Corpus6,D2,12,"""Hey Google, stop the music.""",stop the music
Participant10,Corpus6,D2,13,"""Hey Google, what are my reminders for this week?""",Work
Participant10,Corpus6,D2,14,"""Hey Google, snooze the alarm.""",-
Participant10,Corpus6,D2,15,"""Hey Google, what is the time?""",what is the time
Participant10,Corpus6,D2,16,"""Hey Google, pause the music.""",pause the music
Participant10,Corpus6,D2,17,"""Hey Google, call My mom.""",Burgerville
Participant10,Corpus6,D2,18,"""Hey Google, what is the traffic like on the way to work?""",hey Google what is the traffic like on the way to work
Participant10,Corpus6,D2,19,"""Hey Google, play my Evening Jazz playlist.""",-
Participant10,Corpus6,D2,20,"""Hey Google, is my phone connected over Bluetooth?""",is my phone connected to Bluetooth
Participant10,Corpus7,B2,1,"""Hey Google, play some hip hop.""",-
Participant10,Corpus7,B2,2,"""Hey Google, skip this track.""",Hello Google
Participant10,Corpus7,B2,3,"""Hey Google, turn on the Bedroom Light.""",clear Google
Participant10,Corpus7,B2,4,"""Hey Google, read Women and Power.""",urban Belle
Participant10,Corpus7,B2,5,"""Hey Google, call the nearest coffee shop.""",-
Participant10,Corpus7,B2,6,"""Hey Google, How do you solve this problem?""",how do you say
Participant10,Corpus7,B2,7,"""Hey Google, how much time is left on this chapter?""",-
Participant10,Corpus7,B2,8,"""Hey Google, Bluetooth pairing.""",hey Google
Participant10,Corpus7,B2,9,"""Hey Google, flip a coin.""",-
Participant10,Corpus7,B2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",heard of it
Participant10,Corpus7,B2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hello Google
Participant10,Corpus7,B2,12,"""Hey Google, what is the time?""",hey Google what is the time
Participant10,Corpus7,B2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Herbivore
Participant10,Corpus7,B2,14,"""Hey Google, when is Walmart open until?""",Herbivore
Participant10,Corpus7,B2,15,"""Hey Google, brighten the office lamp.""",hey Google
Participant10,Corpus7,B2,16,"""Hey Google, hang up.""",hey Google
Participant10,Corpus7,B2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hello Google
Participant10,Corpus7,B2,18,"""Hey Google, call my phone.""",hey Google
Participant10,Corpus7,B2,19,"""Hey Google, broadcast 'dinner is ready'.""",Hurdler
Participant10,Corpus7,B2,20,"""Hey Google, add apples to my shopping list.""",create a shopping list
Participant10,Corpus8,A2,1,"""Hey Google, help me relax.""",Hey Google help me relax
Participant10,Corpus8,A2,2,"""Hey Google, sing a song.""",hey Google sing a song
Participant10,Corpus8,A2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story
Participant10,Corpus8,A2,4,"""Hey Google, raise the temperature three degrees.""",hey Google what is the temperature 3 degrees
Participant10,Corpus8,A2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning
Participant10,Corpus8,A2,6,"""Hey Google, do I have any alarms set?""",hey Google do I have any alarm set
Participant10,Corpus8,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify
Participant10,Corpus8,A2,8,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter
Participant10,Corpus8,A2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant10,Corpus8,A2,10,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant10,Corpus8,A2,11,"""Hey Google, play some music.""",hey Google play some music
Participant10,Corpus8,A2,12,"""Hey Google, turn on all the switches.""",hey Google turn on all the switches
Participant10,Corpus8,A2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today
Participant10,Corpus8,A2,14,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing
Participant10,Corpus8,A2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",hey Google set the kitchen lights to 50%
Participant10,Corpus8,A2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter
Participant10,Corpus8,A2,17,"""Hey Google, help.""",hey Google help
Participant10,Corpus8,A2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google. The dinner is ready
Participant10,Corpus8,A2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7 for 1:15
Participant10,Corpus8,A2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant11,Corpus1,C1,1,"""Hey Google, read a bedtime story.""",-
Participant11,Corpus1,C1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google
Participant11,Corpus1,C1,3,"""Hey Google, redi-al.""",Redial
Participant11,Corpus1,C1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant11,Corpus1,C1,5,"""Hey Google, stop the music.""",hey Google stop the music
Participant11,Corpus1,C1,6,"""Hey Google, broadcast 'wake everybody up'.""",broadcast wake everybody up
Participant11,Corpus1,C1,7,"""Hey Google, dim the living room lights.""",make a salad
Participant11,Corpus1,C1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant11,Corpus1,C1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant11,Corpus1,C1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast time to leave for school
Participant11,Corpus1,C1,11,"""Hey Google, stop.""",hey Google stop
Participant11,Corpus1,C1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all the downstairs speakers
Participant11,Corpus1,C1,13,"""Hey Google, play some hip hop.""",hey Google
Participant11,Corpus1,C1,14,"""Hey Google, snooze the alarm.""",make the alarm
Participant11,Corpus1,C1,15,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant11,Corpus1,C1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember that I left the spare key in the kitchen apart
Participant11,Corpus1,C1,17,"""Hey Google, play Batman on TV.""",Google play Batman on TV
Participant11,Corpus1,C1,18,"""Hey Google, what is the French word for grapefruit?""",hey Google what is the French word for grapefruit
Participant11,Corpus1,C1,19,"""Hey Google, help.""",hey Google help
Participant11,Corpus1,C1,20,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week
Participant11,Corpus2,D1,1,"""Hey Google, what does an elephant sound like?""",Hey Google what does an elephant sound like
Participant11,Corpus2,D1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Hey Google remind me at 8 a.m. tomorrow to take my lunch
Participant11,Corpus2,D1,3,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant11,Corpus2,D1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google play Spotify
Participant11,Corpus2,D1,5,"""Hey Google, flip a coin.""",how to spell apply
Participant11,Corpus2,D1,6,"""Hey Google, read Women and Power.""",Home Depot on Tower
Participant11,Corpus2,D1,7,"""Hey Google, move my music to the bedroom""","hey Google, play music to the bedroom"
Participant11,Corpus2,D1,8,"""Hey Google, read a bedtime story.""",how to fold need a bedtime story
Participant11,Corpus2,D1,9,"""Hey Google, Open Spotify.""",hey Google open Spotify
Participant11,Corpus2,D1,10,"""Hey Google, raise the temperature three degrees.""",hey Google where's the temperature 3 degrees
Participant11,Corpus2,D1,11,"""Hey Google, hang up.""",how'd it go
Participant11,Corpus2,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",Home Depot
Participant11,Corpus2,D1,13,"""Hey Google, brighten the office lamp.""",how to thaw
Participant11,Corpus2,D1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's date
Participant11,Corpus2,D1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant11,Corpus2,D1,16,"""Hey Google, where did I put the spare keys?""",hey Google where did I put the spare key
Participant11,Corpus2,D1,17,"""Hey Google, redial.""",how to spell lie down
Participant11,Corpus2,D1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant11,Corpus2,D1,19,"""Hey Google, call my phone.""",hey Google call my phone
Participant11,Corpus2,D1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have any things to do for Friday
Participant11,Corpus3,B1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",-
Participant11,Corpus3,B1,2,"""Hey Google, broadcast 'dinner is ready'.""",Hey Google broadcast
Participant11,Corpus3,B1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",how to cook 5:15 a.m. tomorrow morning
Participant11,Corpus3,B1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning
Participant11,Corpus3,B1,5,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter
Participant11,Corpus3,B1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google
Participant11,Corpus3,B1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to
Participant11,Corpus3,B1,8,"""Hey Google, sing a song.""",Hey Google sing a song
Participant11,Corpus3,B1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurants around here
Participant11,Corpus3,B1,10,"""Hey Google, start the school day""",hey Google stop next payday
Participant11,Corpus3,B1,11,"""Hey Google, hang up.""",hey Google
Participant11,Corpus3,B1,12,"""Hey Google, help.""",hey Google help
Participant11,Corpus3,B1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast make everybody up
Participant11,Corpus3,B1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you spell describing
Participant11,Corpus3,B1,15,"""Hey Google, raise the temperature three degrees.""",hey Google what is the temperature create
Participant11,Corpus3,B1,16,"""Hey Google, stop the music.""",hey Google stop the music
Participant11,Corpus3,B1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant11,Corpus3,B1,18,"""Hey Google, add apples to my shopping list.""",how to go to my shopping list
Participant11,Corpus3,B1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant11,Corpus3,B1,20,"""Hey Google, broadcast 'the football is about to start.""",Hey Google broadcast the football is about to stop
Participant11,Corpus4,A1,1,"""Hey Google, stop the music.""",Hey Google stop the music
Participant11,Corpus4,A1,2,"""Hey Google, how many calories are in a Banana?""",hey Google how many calories are in a banana
Participant11,Corpus4,A1,3,"""Hey Google, play some music.""",hey Google play some music
Participant11,Corpus4,A1,4,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant11,Corpus4,A1,5,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant11,Corpus4,A1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now
Participant11,Corpus4,A1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door camera
Participant11,Corpus4,A1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",set alarm for 8 a.m. tomorrow
Participant11,Corpus4,A1,9,"""Hey Google, when is it going to rain?""",hey Google
Participant11,Corpus4,A1,10,"""Hey Google, turn the living room lights to blue""",turn the living room lights to Blue
Participant11,Corpus4,A1,11,"""Hey Google, snooze the alarm.""",the alarm
Participant11,Corpus4,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",make a phone call for me for school
Participant11,Corpus4,A1,13,"""Hey Google, stop.""",hey Google stop
Participant11,Corpus4,A1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch into work
Participant11,Corpus4,A1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant11,Corpus4,A1,16,"""Hey Google, add apples to my shopping list.""",hey Google on my shopping list
Participant11,Corpus4,A1,17,"""Hey Google, read Women and Power.""",hey Google with woman power
Participant11,Corpus4,A1,18,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
Participant11,Corpus4,A1,19,"""Hey Google, turn up the sound.""",hey Google turn up the sound
Participant11,Corpus4,A1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for seven 5:15 voice on Monday
