,Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence,WER,MER,WIL
1402,Participant9,Corpus7,B2,3,"""Hey Google, turn on the Bedroom Light.""",Hey Google turn on the bedroom light,0.0,0.0,0.0
1403,Participant9,Corpus7,B2,4,"""Hey Google, read Women and Power.""",hey Google read blue Alpha,0.5,0.5,0.7
1404,Participant9,Corpus7,B2,5,"""Hey Google, call the nearest coffee shop.""",Google call the nearest coffee shop,0.14285714285714285,0.14285714285714285,0.1428571428571429
1405,Participant9,Corpus7,B2,6,"""Hey Google, How do you solve this problem?""",hello Google how do you solve this problem,0.125,0.125,0.234375
1406,Participant9,Corpus7,B2,7,"""Hey Google, how much time is left on this chapter?""",OK Google how much time is left on this chapter,0.1,0.1,0.18999999999999995
1407,Participant9,Corpus7,B2,8,"""Hey Google, Bluetooth pairing.""",OK Google,0.75,0.75,0.875
1408,Participant9,Corpus7,B2,9,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
1409,Participant9,Corpus7,B2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set a second timer for 30 minutes,0.1,0.1,0.09999999999999998
1410,Participant9,Corpus7,B2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",go to Google settings.,0.8888888888888888,0.8888888888888888,0.9722222222222222
1411,Participant9,Corpus7,B2,12,"""Hey Google, what is the time?""",Hey Google what is the time,0.0,0.0,0.0
1412,Participant9,Corpus7,B2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember that I left the spare key in the kitchen cupboard,0.07692307692307693,0.07692307692307693,0.1479289940828401
1413,Participant9,Corpus7,B2,14,"""Hey Google, when is Walmart open until?""",hey Google when is the Walmart open,0.2857142857142857,0.25,0.26530612244897966
1414,Participant9,Corpus7,B2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp,0.0,0.0,0.0
1415,Participant9,Corpus7,B2,16,"""Hey Google, hang up.""",hello Google,0.75,0.75,0.875
1416,Participant9,Corpus7,B2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning,0.0,0.0,0.0
1417,Participant9,Corpus7,B2,18,"""Hey Google, call my phone.""",Google call my phone,0.2,0.2,0.19999999999999996
1418,Participant9,Corpus7,B2,19,"""Hey Google, broadcast 'dinner is ready'.""",who Google dinner is ready,0.5,0.5,0.7
1419,Participant9,Corpus7,B2,20,"""Hey Google, add apples to my shopping list.""",hello Google add apples to my shopping list,0.125,0.125,0.234375
1420,Participant9,Corpus8,A2,1,"""Hey Google, help me relax.""",Hey Google help me light,0.2,0.2,0.3599999999999999
1421,Participant9,Corpus8,A2,2,"""Hey Google, sing a song.""",hey Google sing the song,0.2,0.2,0.3599999999999999
1422,Participant9,Corpus8,A2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story,0.0,0.0,0.0
1423,Participant9,Corpus8,A2,4,"""Hey Google, raise the temperature three degrees.""",hey Google temperature,0.5714285714285714,0.5714285714285714,0.5714285714285714
1424,Participant9,Corpus8,A2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7.00 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
1425,Participant9,Corpus8,A2,6,"""Hey Google, do I have any alarms set?""",Google do I have any alarm set,0.25,0.25,0.3571428571428572
1426,Participant9,Corpus8,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google the money by Lisa song Spotify,0.25,0.25,0.4375
1427,Participant9,Corpus8,A2,8,"""Hey Google, skip to the next chapter.""",hey Google skip the next step,0.2857142857142857,0.2857142857142857,0.40476190476190477
1428,Participant9,Corpus8,A2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around you,0.1111111111111111,0.1111111111111111,0.2098765432098766
1429,Participant9,Corpus8,A2,10,"""Hey Google, play some hip hop.""",hey Google play some K-pop,0.3333333333333333,0.3333333333333333,0.4666666666666667
1430,Participant9,Corpus8,A2,11,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
1431,Participant9,Corpus8,A2,12,"""Hey Google, turn on all the switches.""",hey Google turn on all the switches,0.0,0.0,0.0
1432,Participant9,Corpus8,A2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today,0.0,0.0,0.0
1433,Participant9,Corpus8,A2,14,"""Hey Google, Bluetooth pairing.""",play Google music Berry,0.75,0.75,0.9375
1434,Participant9,Corpus8,A2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",Google set the kitchen lights to 50%,0.2222222222222222,0.2222222222222222,0.2222222222222222
1435,Participant9,Corpus8,A2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter,0.0,0.0,0.0
1436,Participant9,Corpus8,A2,17,"""Hey Google, help.""",OK Google,0.6666666666666666,0.6666666666666666,0.8333333333333334
1437,Participant9,Corpus8,A2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready,0.16666666666666666,0.16666666666666666,0.30555555555555547
1438,Participant9,Corpus8,A2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Google cancel the alarm for seven points 15,0.5,0.4444444444444444,0.609375
1439,Participant9,Corpus8,A2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
1440,Participant10,Corpus1,B1,1,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story,0.0,0.0,0.0
1441,Participant10,Corpus1,B1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday,0.0,0.0,0.0
1442,Participant10,Corpus1,B1,3,"""Hey Google, redi-al.""",hey Google,0.3333333333333333,0.3333333333333333,0.33333333333333337
1443,Participant10,Corpus1,B1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
1444,Participant10,Corpus1,B1,5,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
1445,Participant10,Corpus1,B1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google wake everybody up,0.16666666666666666,0.16666666666666666,0.16666666666666663
1446,Participant10,Corpus1,B1,7,"""Hey Google, dim the living room lights.""",Hey Google dim the living room lights,0.0,0.0,0.0
1447,Participant10,Corpus1,B1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
1448,Participant10,Corpus1,B1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
1449,Participant10,Corpus1,B1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google time to leave for school,0.25,0.25,0.3571428571428572
1450,Participant10,Corpus1,B1,11,"""Hey Google, stop.""",hey Google stop,0.0,0.0,0.0
1451,Participant10,Corpus1,B1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all the downstairs speaker,0.1111111111111111,0.1111111111111111,0.2098765432098766
1452,Participant10,Corpus1,B1,13,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
1453,Participant10,Corpus1,B1,14,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm,0.0,0.0,0.0
1454,Participant10,Corpus1,B1,15,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
1455,Participant10,Corpus1,B1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember that I left the keys in the kitchen cupboard,0.07692307692307693,0.07692307692307693,0.07692307692307687
1456,Participant10,Corpus1,B1,17,"""Hey Google, play Batman on TV.""",hey Google play Batman on TV,0.0,0.0,0.0
1457,Participant10,Corpus1,B1,18,"""Hey Google, what is the French word for grapefruit?""",OK Google what is the French word for grapefruit,0.1111111111111111,0.1111111111111111,0.2098765432098766
1458,Participant10,Corpus1,B1,19,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
1459,Participant10,Corpus1,B1,20,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week,0.0,0.0,0.0
1460,Participant10,Corpus2,A1,1,"""Hey Google, what does an elephant sound like?""",Hey Google what does an elephant sound like,0.0,0.0,0.0
1461,Participant10,Corpus2,A1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Hey Google remind me at 8 a.m. tomorrow to take my lunch into work,0.2857142857142857,0.26666666666666666,0.38265306122448983
1462,Participant10,Corpus2,A1,3,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify,0.0,0.0,0.0
1463,Participant10,Corpus2,A1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify,0.0,0.0,0.0
1464,Participant10,Corpus2,A1,5,"""Hey Google, flip a coin.""",flip a coin,0.4,0.4,0.4
1465,Participant10,Corpus2,A1,6,"""Hey Google, read Women and Power.""",hey Google read woman and Power,0.16666666666666666,0.16666666666666666,0.30555555555555547
1466,Participant10,Corpus2,A1,7,"""Hey Google, move my music to the bedroom""",hey Google move my music to the bedroom,0.0,0.0,0.0
1467,Participant10,Corpus2,A1,8,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story,0.0,0.0,0.0
1468,Participant10,Corpus2,A1,9,"""Hey Google, Open Spotify.""",hey Google open Spotify,0.0,0.0,0.0
1469,Participant10,Corpus2,A1,10,"""Hey Google, raise the temperature three degrees.""",hey Google raise the temperature 3 degrees,0.14285714285714285,0.14285714285714285,0.26530612244897966
1470,Participant10,Corpus2,A1,11,"""Hey Google, hang up.""",hey Google hang up,0.0,0.0,0.0
1471,Participant10,Corpus2,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",Hey Google broadcast it's time to leave for school,0.375,0.3,0.38750000000000007
1472,Participant10,Corpus2,A1,13,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp,0.0,0.0,0.0
1473,Participant10,Corpus2,A1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's headlines,0.0,0.0,0.0
1474,Participant10,Corpus2,A1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
1475,Participant10,Corpus2,A1,16,"""Hey Google, where did I put the spare keys?""",hey Google where did I put the spare keys,0.0,0.0,0.0
1476,Participant10,Corpus2,A1,17,"""Hey Google, redial.""",hey Google redial,0.0,0.0,0.0
1477,Participant10,Corpus2,A1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here,0.0,0.0,0.0
1478,Participant10,Corpus2,A1,19,"""Hey Google, call my phone.""",hey Google call my phone,0.0,0.0,0.0
1479,Participant10,Corpus2,A1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have anything scheduled for Friday,0.0,0.0,0.0
1480,Participant10,Corpus3,C1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Hey Google set the thermostat to 20 degrees,0.1111111111111111,0.1111111111111111,0.11111111111111116
1481,Participant10,Corpus3,C1,2,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready,0.16666666666666666,0.16666666666666666,0.30555555555555547
1482,Participant10,Corpus3,C1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
1483,Participant10,Corpus3,C1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning,0.0,0.0,0.0
1484,Participant10,Corpus3,C1,5,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter,0.0,0.0,0.0
1485,Participant10,Corpus3,C1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday,0.0,0.0,0.0
1486,Participant10,Corpus3,C1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain,0.0,0.0,0.0
1487,Participant10,Corpus3,C1,8,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
1488,Participant10,Corpus3,C1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurants around here,0.0,0.0,0.0
1489,Participant10,Corpus3,C1,10,"""Hey Google, start the school day""",hey Google start the school day,0.0,0.0,0.0
1490,Participant10,Corpus3,C1,11,"""Hey Google, hang up.""",hey Google hang up,0.0,0.0,0.0
1491,Participant10,Corpus3,C1,12,"""Hey Google, help.""",hey Google,0.3333333333333333,0.3333333333333333,0.33333333333333337
1492,Participant10,Corpus3,C1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast with everyday of,0.5,0.5,0.75
1493,Participant10,Corpus3,C1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem,0.0,0.0,0.0
1494,Participant10,Corpus3,C1,15,"""Hey Google, raise the temperature three degrees.""",hey Google raise the temperature 3 degrees,0.14285714285714285,0.14285714285714285,0.26530612244897966
1495,Participant10,Corpus3,C1,16,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
1496,Participant10,Corpus3,C1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story,0.0,0.0,0.0
1497,Participant10,Corpus3,C1,18,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
1498,Participant10,Corpus3,C1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
1499,Participant10,Corpus3,C1,20,"""Hey Google, broadcast 'the football is about to start.""",Hey Google broadcast the football is about to start,0.1111111111111111,0.1111111111111111,0.2098765432098766
1500,Participant10,Corpus4,D1,1,"""Hey Google, stop the music.""",Hey Google stop the music,0.0,0.0,0.0
1501,Participant10,Corpus4,D1,2,"""Hey Google, how many calories are in a Banana?""",how many calories are in a banana,0.2222222222222222,0.2222222222222222,0.2222222222222222
1502,Participant10,Corpus4,D1,3,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
1503,Participant10,Corpus4,D1,4,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
1504,Participant10,Corpus4,D1,5,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week,0.2222222222222222,0.2222222222222222,0.2222222222222222
1505,Participant10,Corpus4,D1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now,0.0,0.0,0.0
1506,Participant10,Corpus4,D1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door camera,0.2857142857142857,0.25,0.3571428571428572
1507,Participant10,Corpus4,D1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow,0.0,0.0,0.0
1508,Participant10,Corpus4,D1,9,"""Hey Google, when is it going to rain?""",when is it going to rain,0.25,0.25,0.25
1509,Participant10,Corpus4,D1,10,"""Hey Google, turn the living room lights to blue""",turn on the living room lights,0.5555555555555556,0.5555555555555556,0.7037037037037037
1510,Participant10,Corpus4,D1,11,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm,0.0,0.0,0.0
1511,Participant10,Corpus4,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",Herndon Middle School,0.875,0.875,0.9583333333333334
1512,Participant10,Corpus4,D1,13,"""Hey Google, stop.""",hey Google stop,0.0,0.0,0.0
1513,Participant10,Corpus4,D1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch,0.35714285714285715,0.3333333333333333,0.40476190476190477
1514,Participant10,Corpus4,D1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify,0.14285714285714285,0.14285714285714285,0.26530612244897966
1515,Participant10,Corpus4,D1,16,"""Hey Google, add apples to my shopping list.""",hey Google Apple to my shopping list,0.25,0.25,0.3571428571428572
1516,Participant10,Corpus4,D1,17,"""Hey Google, read Women and Power.""",hello Google,0.8333333333333334,0.8333333333333334,0.9166666666666666
1517,Participant10,Corpus4,D1,18,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until,0.0,0.0,0.0
1518,Participant10,Corpus4,D1,19,"""Hey Google, turn up the sound.""",hello Google,0.8333333333333334,0.8333333333333334,0.9166666666666666
1519,Participant10,Corpus4,D1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7:15,0.125,0.125,0.125
1520,Participant10,Corpus5,C2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Hey Google set an alarm for 7:15 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
1521,Participant10,Corpus5,C2,2,"""Hey Google, broadcast 'the football is about to start.""",hey Google broadcast the football is about to start,0.1111111111111111,0.1111111111111111,0.2098765432098766
1522,Participant10,Corpus5,C2,3,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
1523,Participant10,Corpus5,C2,4,"""Hey Google, spell artificial intelligence.""",hey Google spell artificial intelligence,0.0,0.0,0.0
1524,Participant10,Corpus5,C2,5,"""Hey Google, how do you make ketchup?""",hey Google how do you make ketchup,0.0,0.0,0.0
1525,Participant10,Corpus5,C2,6,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify,0.0,0.0,0.0
1526,Participant10,Corpus5,C2,7,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week,0.0,0.0,0.0
1527,Participant10,Corpus5,C2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",hey Google stop the music in 15 minutes,0.1111111111111111,0.1111111111111111,0.11111111111111116
1528,Participant10,Corpus5,C2,9,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp,0.0,0.0,0.0
1529,Participant10,Corpus5,C2,10,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
1530,Participant10,Corpus5,C2,11,"""Hey Google, lock the front door.""",Hey Google lock the front door,0.0,0.0,0.0
1531,Participant10,Corpus5,C2,12,"""Hey Google, read Women and Power.""",Hey Google read woman and Power,0.16666666666666666,0.16666666666666666,0.30555555555555547
1532,Participant10,Corpus5,C2,13,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue,0.0,0.0,0.0
1533,Participant10,Corpus5,C2,14,"""Hey Google, call my phone.""",hey Google call my phone,0.0,0.0,0.0
1534,Participant10,Corpus5,C2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the thermostat to 20 degrees,0.1111111111111111,0.1111111111111111,0.11111111111111116
1535,Participant10,Corpus5,C2,16,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist,0.0,0.0,0.0
1536,Participant10,Corpus5,C2,17,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday,0.0,0.0,0.0
1537,Participant10,Corpus5,C2,18,"""Hey Google, sing a song.""",hey Google sing the song,0.2,0.2,0.3599999999999999
1538,Participant10,Corpus5,C2,19,"""Hey Google, call the nearest coffee shop.""",Hey Google call the nearest coffee shop,0.0,0.0,0.0
1539,Participant10,Corpus5,C2,20,"""Hey Google, pause the music.""",hey Google pause the music,0.0,0.0,0.0
1540,Participant10,Corpus6,D2,1,"""Hey Google, open the blinds.""",Kroger,1.0,1.0,1.0
1541,Participant10,Corpus6,D2,2,"""Hey Google, play some music from Spotify.""",on Spotify,0.8571428571428571,0.8571428571428571,0.9285714285714286
1542,Participant10,Corpus6,D2,3,"""Hey Google, add apples to my shopping list.""",Previous,1.0,1.0,1.0
1543,Participant10,Corpus6,D2,4,"""Hey Google, what does my day look like?""",-,1.0,1.0,1.0
1544,Participant10,Corpus6,D2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",clear the alarm for 7:15,0.5,0.5,0.6
1545,Participant10,Corpus6,D2,6,"""Hey Google, where is my first event tomorrow?""",end of the,1.0,1.0,1.0
1546,Participant10,Corpus6,D2,7,"""Hey Google, play Money by LISA from Spotify.""",-,1.0,1.0,1.0
1547,Participant10,Corpus6,D2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",set a timer for 10 minutes,0.3333333333333333,0.3333333333333333,0.33333333333333337
1548,Participant10,Corpus6,D2,9,"""Hey Google, call the nearest coffee shop.""",find the nearest coffee shop,0.42857142857142855,0.42857142857142855,0.5428571428571429
1549,Participant10,Corpus6,D2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Coronavirus,1.0,1.0,1.0
1550,Participant10,Corpus6,D2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",create an alarm for 8 a.m. tomorrow,0.375,0.375,0.5535714285714286
1551,Participant10,Corpus6,D2,12,"""Hey Google, stop the music.""",stop the music,0.4,0.4,0.4
1552,Participant10,Corpus6,D2,13,"""Hey Google, what are my reminders for this week?""",Work,1.0,1.0,1.0
1553,Participant10,Corpus6,D2,14,"""Hey Google, snooze the alarm.""",-,1.0,1.0,1.0
1554,Participant10,Corpus6,D2,15,"""Hey Google, what is the time?""",what is the time,0.3333333333333333,0.3333333333333333,0.33333333333333337
1555,Participant10,Corpus6,D2,16,"""Hey Google, pause the music.""",pause the music,0.4,0.4,0.4
1556,Participant10,Corpus6,D2,17,"""Hey Google, call My mom.""",Burgerville,1.0,1.0,1.0
1557,Participant10,Corpus6,D2,18,"""Hey Google, what is the traffic like on the way to work?""",hey Google what is the traffic like on the way to work,0.0,0.0,0.0
1558,Participant10,Corpus6,D2,19,"""Hey Google, play my Evening Jazz playlist.""",-,1.0,1.0,1.0
1559,Participant10,Corpus6,D2,20,"""Hey Google, is my phone connected over Bluetooth?""",is my phone connected to Bluetooth,0.375,0.375,0.47916666666666663
1560,Participant10,Corpus7,B2,1,"""Hey Google, play some hip hop.""",-,1.0,1.0,1.0
1561,Participant10,Corpus7,B2,2,"""Hey Google, skip this track.""",Hello Google,0.8,0.8,0.9
1562,Participant10,Corpus7,B2,3,"""Hey Google, turn on the Bedroom Light.""",clear Google,0.8571428571428571,0.8571428571428571,0.9285714285714286
1563,Participant10,Corpus7,B2,4,"""Hey Google, read Women and Power.""",urban Belle,1.0,1.0,1.0
1564,Participant10,Corpus7,B2,5,"""Hey Google, call the nearest coffee shop.""",-,1.0,1.0,1.0
1565,Participant10,Corpus7,B2,6,"""Hey Google, How do you solve this problem?""",how do you say,0.625,0.625,0.71875
1566,Participant10,Corpus7,B2,7,"""Hey Google, how much time is left on this chapter?""",-,1.0,1.0,1.0
1567,Participant10,Corpus7,B2,8,"""Hey Google, Bluetooth pairing.""",hey Google,0.5,0.5,0.5
1568,Participant10,Corpus7,B2,9,"""Hey Google, flip a coin.""",-,1.0,1.0,1.0
1569,Participant10,Corpus7,B2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",heard of it,1.0,1.0,1.0
1570,Participant10,Corpus7,B2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hello Google,0.8888888888888888,0.8888888888888888,0.9444444444444444
1571,Participant10,Corpus7,B2,12,"""Hey Google, what is the time?""",hey Google what is the time,0.0,0.0,0.0
1572,Participant10,Corpus7,B2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Herbivore,1.0,1.0,1.0
1573,Participant10,Corpus7,B2,14,"""Hey Google, when is Walmart open until?""",Herbivore,1.0,1.0,1.0
1574,Participant10,Corpus7,B2,15,"""Hey Google, brighten the office lamp.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
1575,Participant10,Corpus7,B2,16,"""Hey Google, hang up.""",hey Google,0.5,0.5,0.5
1576,Participant10,Corpus7,B2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hello Google,0.9090909090909091,0.9090909090909091,0.9545454545454546
1577,Participant10,Corpus7,B2,18,"""Hey Google, call my phone.""",hey Google,0.6,0.6,0.6
1578,Participant10,Corpus7,B2,19,"""Hey Google, broadcast 'dinner is ready'.""",Hurdler,1.0,1.0,1.0
1579,Participant10,Corpus7,B2,20,"""Hey Google, add apples to my shopping list.""",create a shopping list,0.75,0.75,0.875
1580,Participant10,Corpus8,A2,1,"""Hey Google, help me relax.""",Hey Google help me relax,0.0,0.0,0.0
1581,Participant10,Corpus8,A2,2,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
1582,Participant10,Corpus8,A2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story,0.0,0.0,0.0
1583,Participant10,Corpus8,A2,4,"""Hey Google, raise the temperature three degrees.""",hey Google what is the temperature 3 degrees,0.42857142857142855,0.375,0.5535714285714286
1584,Participant10,Corpus8,A2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
1585,Participant10,Corpus8,A2,6,"""Hey Google, do I have any alarms set?""",hey Google do I have any alarm set,0.125,0.125,0.234375
1586,Participant10,Corpus8,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify,0.0,0.0,0.0
1587,Participant10,Corpus8,A2,8,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter,0.0,0.0,0.0
1588,Participant10,Corpus8,A2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here,0.0,0.0,0.0
1589,Participant10,Corpus8,A2,10,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
1590,Participant10,Corpus8,A2,11,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
1591,Participant10,Corpus8,A2,12,"""Hey Google, turn on all the switches.""",hey Google turn on all the switches,0.0,0.0,0.0
1592,Participant10,Corpus8,A2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today,0.0,0.0,0.0
1593,Participant10,Corpus8,A2,14,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing,0.0,0.0,0.0
1594,Participant10,Corpus8,A2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",hey Google set the kitchen lights to 50%,0.1111111111111111,0.1111111111111111,0.11111111111111116
1595,Participant10,Corpus8,A2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter,0.0,0.0,0.0
1596,Participant10,Corpus8,A2,17,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
1597,Participant10,Corpus8,A2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google. The dinner is ready,0.3333333333333333,0.3333333333333333,0.5555555555555556
1598,Participant10,Corpus8,A2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7 for 1:15,0.375,0.3333333333333333,0.5
1599,Participant10,Corpus8,A2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
1600,Participant11,Corpus1,C1,1,"""Hey Google, read a bedtime story.""",-,1.0,1.0,1.0
1601,Participant11,Corpus1,C1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google,0.7142857142857143,0.7142857142857143,0.7142857142857143
1602,Participant11,Corpus1,C1,3,"""Hey Google, redi-al.""",Redial,0.6666666666666666,0.6666666666666666,0.6666666666666667
1603,Participant11,Corpus1,C1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
1604,Participant11,Corpus1,C1,5,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
1605,Participant11,Corpus1,C1,6,"""Hey Google, broadcast 'wake everybody up'.""",broadcast wake everybody up,0.3333333333333333,0.3333333333333333,0.33333333333333337
1606,Participant11,Corpus1,C1,7,"""Hey Google, dim the living room lights.""",make a salad,1.0,1.0,1.0
